tweet_id,cleaned_text,airline_sentiment
569356387785900032,virginamerica id love know policy damaged luggage,neutral
569354267854704641,virginamerica thank follow,positive
569351220097216512,virginamerica many apology r worse airline dont even respond cudtomers,negative
569348775631675392,virginamerica shame va making people spend money stranded city airline landing jfk reimburse,negative
569324558999691264,virginamerica ttinac dm,neutral
569323106210152448,virginamerica please flight sjc choice fly southwest vega,neutral
569323082701275138,virginamerica bad say take day via confirmation email inquired week claim week,negative
569318651502989312,virginamerica flight bos gt la tomorrow cancelled flightled notification wait time hour rebook another airline,negative
569318130356502528,rt virginamerica youve met match got status another airline upgrade restr,positive
569316358845911040,virginamerica way fly elevate gold,positive
569311498301870080,virginamerica guy flight cmh,neutral
569311060903268352,virginamerica lot apology thrown customer seevery sad thanks nothing worst airline ever,negative
569310635986546688,virginamerica flight stuff wrong nothing worst flight ever,negative
569305113589714944,virginamerica issue finding missing item plane help find airport plane headed next,neutral
569304436612444160,virginamerica match americanairlines status cool,positive
569304208534597632,virginamericayouve met matchgot status another airline upgrade asarcoesar,neutral
569304030847090688,virginamerica trying book flight guy website wont let lose business,negative
569303931916038144,virginamerica suck,negative
569298165855338497,virginamerica thanks,positive
569290361870426112,virginamerica dmd issue persisting,negative
569282249717194754,virginamerica never recd cancelled flightlation notice left w option fly p driving la red eye mon w kid,negative
569277854950817792,virginamerica trying book flight amp site,negative
569277352129138688,virginamerica flight flying boston tomorrow need home cancelled flightled flight didnt anything,negative
569263837448269826,virginamerica stink flight cancelled flighted psp jfk notification ability rebook disappointed expected better,negative
569262527281913857,virginamerica love guy song dancing high school dance revue,positive
569262225900359680,virginamerica website im trying check,negative
569261347688607744,virginamerica done thank quick response apparently faster sitting hold,positive
569261128532041728,virginamerica nervous flight dc lax getting cancelled flightled tomorrow sent dm help,neutral
569260526976544768,virginamerica cool picture another virginamerica plane wing site,positive
569253311813185537,virginamerica keep great work,positive
569253236093267969,virginamerica goodness people love field amazing pressure texas beatstheothers crisis please fly ny,positive
569250469178175488,virginamerica thanks great flight la boston pilot great job landing snow go back la seriously,positive
569248437050302464,virginamerica please get new york area monday afternoon,neutral
569248400836726786,virginamerica thanks much awesome support guy rock,positive
569247769166266368,virginamerica seat row dont recline mention website soreback,negative
569247394002563072,virginamerica flight delayed hour la due mechanical problem handle like pro could tossed u free drink,negative
569244860286263297,virginamerica cancelled flight flight today precipitation scared,negative
569240250192670720,virginamerica twitter team guy killed rescheduling asap thank,positive
569238877178716161,virginamerica guy charged reschedule flight cancelled flighted refusing refund whats deal,negative
569237252154372097,virginamerica cant access website safari iphone seems work mac ipad need iphone add passbook,negative
569236471690829825,virginamerica ipad iphone clicking checkin link email received hr flight,neutral
569236251129163777,virginamerica mobile site broken show headerelevateusernumofpointsavailable number point wont let checkin,negative
569230983075115010,virginamerica really looking forward flight let know rescheduled diehardvirgin,negative
569229785500680192,virginamerica cancelled flight flight vx one sec delayed airport next cancelled flightledgonna email call reschedule,negative
569226875349835776,virginamerica problem link email checkin thanks,negative
569224234150404096,virginamerica change another airline get dc today united able land dc cost ugh,negative
569223788639821824,virginamerica looking forward first flight today cancelled flightled along subsequent one,negative
569222494952886272,virginamerica putting great deal pdx la la pdx show love,positive
569221440794271745,virginamerica wish afford fly next friday going back home love everything airline,positive
569221156504530944,virginamerica gonna deal dallas dc deal dc dallas sad,negative
569220232293720066,virginamerica bug report guy,neutral
569218762907324416,virginamerica hold time call center bit much,negative
569212570478911489,virginamerica like,positive
569211675108179968,virginamerica site help,negative
569209566715469824,virginamerica best flight attendant ever,positive
569208480793567233,awesome rt virginamerica watch nominated film foot meetthefleet oscar,positive
569205125278859265,virginamerica thanks much,positive
569204272795004928,virginamerica trying reset password email never arrives help,negative
569202691185909760,virginamerica airline based silicon valley disruption fcmostinnovative incubator fastcompanys,positive
569201943131738113,virginamerica nicely done,positive
569200619430420480,virginamerica im looking forward watching oscar flight home tomorrow might even get something bubbly drink,positive
569200606595952640,virginamerica reason delay departure vx jfk afternoon,negative
569198782421663745,virginamerica today flight palm spring ca jfk ny cancelled flightled,negative
569198104806699008,virginamerica hahaha virginamerica guy amazing love guy,positive
569197967959154688,virginamerica sound like fun,positive
569197611393163264,virginamerica update flight jfk gt lax,neutral
569197515993534464,virginamerica spruce moose,neutral
569192778468626432,virginamerica cs site right please fix site unusable,negative
569182336715243520,virginamerica flight vega boston today checked online bag count didnt register fix somehow,negative
569180623165915137,virginamerica classiq luv virgin america greetingz,positive
569179517522046977,virginamerica hi im trying checkin website working tried different browser problem continues,negative
569176777056079874,virginamerica thanks great customer service today amp helping get travel sorted,positive
569165709516759042,virginamerica thanks guy sweet route rockies airplanemodewason,positive
569110766235877376,virginamerica love music blasting gate boston waiting flight sanfrancisco could get iced coffee,positive
569083230361673728,virginamerica passenger flt assaulted shouldnt flown trust he banned crew filed report faanews,negative
569028851860254720,virginamerica current bug website show select departure city selecting destination city,negative
569022319437357056,virginamerica luggage severely dentedmissing wheel coming baggage claim san luggage agent miranda think wasnt help,negative
569020707113476096,virginamerica thank easy itinerary shift impending weather quick painless amp free,positive
569018352464588800,virginamerica youd love see girl inspired become pilot rt free woaw event march abq,neutral
569011849976348672,virginamerica thanks good time back vodkatonics entire flightsfo,positive
568989005162766337,virginamerica beat expectation share take santa cruz sentinel,neutral
568977439398821888,virginamerica plan start flying direct dal la,neutral
568977175149293570,virginamerica big lovegratitudempower w werin oscar vipswagbags avalonhollywood,neutral
568972394297077760,virginamerica youre great job adding little luxuriesaesthetics improve air travel experience thank keep,positive
568945958970531840,virginamerica requested window seat confirmed window got stuck middle seat good way treat silver member,negative
568945265899483136,virginamerica grand budapest hotel oscarscountdown,neutral
568943244027006976,virginamerica missed newsvp next trip,neutral
568942331921092608,virginamerica wtf paid direct flight purpose stop fuel exhausted frequent flier nothing inconvenience,negative
568940002849255425,virginamerica something wrong website safari iphone,negative
568929979981033472,virginamerica thanks gate checking baggage full flight dfwlax giving early boarding sweet,positive
568929026644975616,virginamerica already checked page expired x,negative
568928741298012160,virginamerica boo refunding seat upgrade fee want buy first place,negative
568928605226426370,virginamerica share rise q financial result usa today,neutral
568926018049691648,virginamerica add pillow instead lieflat seat first class arm race,neutral
568923762764095488,virginamerica see,positive
568920614716600320,virginamerica way take advantage mayweatherpacquiao,neutral
568920221882257408,virginamerica know im flying virgin fight mayweatherpacquiao,neutral
568911350656675841,virginamerica inflight team make experience amazing,positive
568910590921609216,virginamerica cutest salt pepper shaker ever think guy cant get better,positive
568901823215448064,virginamerica moved seat notice better seat cabin select behind row selected disappointed,negative
568898405189038080,virginamerica share q result iol,neutral
568897315458691072,virginamerica fav airline,positive
568890074164809728,virginamerica hot female pilot sweet dca sfo,positive
568890062286385153,guy going start flying paris virginamerica lizautter youre welcome,neutral
568884848632279041,virginamerica policy flying surgery still waiting answer tell doctor,neutral
568882014415249408,virginamerica already contacted central baggage amp sent dm renttherunway charging dress lost suitcase help,negative
568874645564362752,virginamerica thank,positive
568868127364096000,virginamerica anything going website ive getting lot error past minute,negative
568867068331864064,virginamerica think left something plane yesterday callah,neutral
568865011717705730,virginamerica need follow back order dm,neutral
568864815654899712,virginamerica need start flying kciairport,neutral
568855933360607232,virginamerica told check airline regulation first contacted,neutral
568853685855334400,virginamerica virginatlantic checked flight sfo lax amp told atlantic flying club gold get benefit,negative
568850967673896960,virginamerica husband ordered three drink via screen never came awesome,negative
568850943359496192,virginamerica soooo guy going leave seatbelt light flight barely call turbulence,negative
568847512372514816,virginamerica policy flying surgery,neutral
568845553104068609,virginamerica post second consecutive fullyear net profit atwonline,neutral
568840724700995584,virginamerica funny story website broken missing javascript stylesheets checkin process dislike,negative
568840560347373569,virginamerica would love virgin like gopro,positive
568838020041809920,virginamerica result handily exceed forecast nytimes,neutral
568837602071203840,virginamerica applied position flylaxairport wondering guy received application,neutral
568833739192557569,virginamerica achieves second year profitability despite revenue pressure capaaviation,neutral
568830466830151680,virginamerica give positive outlook see increased competition reuters,neutral
568830133626253312,virginamerica im trying check ct flight tmm desktop website working sort caching bug so,negative
568828648687591424,virginamerica weather delay gt next week jfk bos dca,neutral
568828112626012160,virginamerica madbee check website go airport,neutral
568824637267685377,virginamerica guy know checkin link email broken,negative
568823689422053376,virginamerica pilot say expect choppy landing nyc due gusty wind wa temperature degree amp wthe windchill,neutral
568815689684815873,virginamerica loved cant wait monday return flight mostly watch inflight safety video sorrynotsorry,positive
568812046747201537,virginamerica lost luggage day ago flight vx lax iad amp im calling every day responseplease give back stuff,negative
568811384437411840,virginamerica flight booking problem section website seems broken chrome might wanna look,negative
568805696780824576,virginamerica hi wanted see new route planned year newark love flying guy hope,positive
568803996774879232,virginamerica mean probably inappropriate board,positive
568802396907835393,virginamerica happy spend day together let,positive
568800805475782656,virginamerica saving sanity right,neutral
568795484283736064,virginamerica missed flight standby work,neutral
568795139512127488,virginamerica understanding helped thx comp,positive
568792520337039360,virginamerica brought way across country today see,neutral
568791035297468416,virginamerica thank absolutely,positive
568790164404899840,virginamerica look like broken link asset,negative
568781819233091584,virginamerica ready let say together noooo turbulence today,neutral
568775898234798081,virginamerica manage itinerary section website seems broken,negative
568769672922812418,virginamerica cant check site look like every time load,negative
568735060104511488,virginamerica u help freyabevanfund need urgent treatment iny old battling cancer could u help flight freyasfund,neutral
568689188377403392,virginamerica may start service hawaii sanfrancisco year biztravel,neutral
568663147189415936,virginamerica carrier less half price round trip fare stunned,negative
568662343170674688,virginamerica wtf happening pdx late flight march one way sfo,negative
568646087361355776,virginamerica add dtw im sold,neutral
568643040073506816,virginamerica free drink flight back free promo,positive
568633361595412481,virginamerica ssal thanks,positive
568632394929958912,virginamerica momma made,neutral
568630879246901248,virginamerica please contact portfolio left flight vx jfk sfo tonite seat need returned call,neutral
568629385105793024,virginamerica help flight jkf tonight seat c left portfolio need back,neutral
568626625857728513,virginamerica shrinerack seattle bound wifey got duffle vday shes keeper holla,neutral
568608718994026496,virginamerica luggage gone ive filed paperwork promised callemail still resolution response central luggage,negative
568607562251108352,virginamerica debbie baldwin gave rockstar performance safety demo evening vx lassfo bestcrew sherocks,neutral
568605449659895808,virginamerica thanks,positive
568604690767872000,virginamerica thanks taking care suuperg flight rockstars travel,positive
568602941940043776,virginamerica thanks lovely soft view travel san sfo,positive
568595620002279424,virginamerica requested mileage challenge status several week ago online havent heard back get help,negative
568585196699664384,virginamerica trying book ticket nyc facing super fun broken styling dont worry ill keep trying,negative
568579880046227457,virginamerica many thanks follow ourprincess freyasfund usa bandie looking help,neutral
568577243200376833,virginamerica nice lofty view flylaxairport silverstatus,neutral
568576829000425472,virginamerica applied status match feb got confirmation email day still news though guy dropped ball late flightly,negative
568572344056180737,virginamerica new go airline,neutral
568571772251082752,virginamerica virginatlantic gma americanair help ourprincess need help usa,neutral
568553610981740544,virginamerica adore looking forward flight austin two week,positive
568543525505089536,virginamerica glad mentioned took first virgin flight year back transformative experience,positive
568541317816561664,virginamerica flight booking problem flight uphold status match tax ticket count earned status point statusmatch virginamerica,neutral
568536882012749824,virginamerica trying checkinbut look like site,negative
568532221180534784,virginamerica spending birthday night daldca get home,negative
568526847320784896,virginamerica sent couple message email provided avail try next year cheer,negative
568525368572817408,virginamerica first time flying virgin went sanfrancisco thanks smooth ride easily new fav airline,positive
568522203198697474,virginamerica seriously though direct flight sfofll may,negative
568519971971538945,virginamerica fine already done purchase try go way go back,negative
568518985056002049,virginamerica really experience hoping w forced check small carry w nothing empty cabin space board,negative
568517565548339200,virginamerica wjere luggage slow lax,negative
568517447847780353,virginamerica jump dallas austin market,neutral
568511755040657409,virginamerica spoke representative offered solution loyal customer fly virginatlantic well,negative
568511474580066304,virginamerica deeply disappointed birthday promo applied trip booked mere day received email,negative
568496820604821505,virginamerica happened direct flight sfofll looking may see connecting help dontdothistome,negative
568495808053702656,virginamerica help left blazer kooples jacket bag rd row second seat right gate lax flight sfo,neutral
568492682152189952,virginamerica partner visa checkout mobile payment method help boost mobile conversion rate etailwest payment visa,neutral
568491256508231680,virginamerica promoting product problem southwest recommend noneother best,positive
568490223417602050,virginamerica love guy pls get direct route la au,positive
568483591623208961,virginamerica would like help flight please,neutral
568483491819753472,bruh virginamerica giannilee turn vxsafetydance,neutral
568481985221537792,virginamerica course work virginatlantic im obsessed entire virgin family,positive
568478510538493952,virginamerica ok first time flying tonight,positive
568476562376531969,virginamerica digging swanky pink mood lighting flight nyc sfo need cabaret singer think,neutral
568472719102234624,virginamerica done need receipt asap could please help,neutral
568469942711885825,virginamerica embossed badge patch superior one currently using,negative
568463892453724160,virginamerica vx jfk la dirty plane standard,negative
568463244035289088,virginamerica flight vx headed la jfk dirtiest va plane ever sad great airline,negative
568460512553353216,virginamerica got squared away someone picked soon tweeted tweeted sooner,positive
568458513636134913,virginamerica avis rental continue button doesnt work website book car tried time phone suck,negative
568457140894969856,virginamerica delayed,negative
568456334581981184,virginamerica currently minute hold cust service need anything add lap child reservation,negative
568452676452806656,virginamerica add pillow instead lieflat seat first class arm race skift,neutral
568452186977361921,virginamerica karinslee course fun celebrating thanks happy chinese new year,positive
568451468560187393,virginamerica flight booking problem last second flight next week sfo san chance want gift promo code since love guy,positive
568447216156692480,virginamerica comenity bank joke please change nothing constant problem bank,negative
568440278853525504,virginamerica dm u also add,neutral
568437415603507200,virginamerica grandma ellas th would lt bday greeting flight crew stewardess eastern airline,positive
568434482270707712,virginamerica bought tix atx dallas route thanks adding love yr airline amp yr website best transactional site ever,positive
568432117539065856,virginamerica anytime sugafly,neutral
568429677779365888,virginamerica gave credit late flight flight yesterday great service thats wow moment unexpected gesture,positive
568428224813916160,virginamerica need receipt flight change send one,neutral
568423029371334656,virginamerica submitted status match request back still havent heard im flying monday look accelerate,negative
568406048777900032,virginamerica safety video loved first cross country flight livewelltraveled sytycd,positive
568392783922372608,virginamerica doesnt look fat look yummy,positive
568391084210036736,virginamerica ceo say southwest amp jetblue strayed low cost model,neutral
568382154071089154,virginamerica brilliant brisk boston cue vx,neutral
568364437599436800,virginamerica atlantic plough lone furrow middleeast thenationaluae,neutral
568349321634013184,virginamerica atlantic plough lone furrow middleeast thenationaluae,neutral
568307768551026688,virginamerica atlantic plough lone furrow middleeast thenationaluae,neutral
568303606710956032,virginamerica omg omg nonstop dallas austin virgin,positive
568279994876571649,virginamerica plane really pretty thought u know,positive
568265552583479296,virginamerica flying hawaii,neutral
568259485413715969,virginamerica im pulling hair trying book flight u site doesnt work iphone ipaddont computer help,negative
568245360998658048,virginamerica thank,positive
568240364315783168,virginamerica get help support ticket day incident thank,negative
568239036533497856,virginamerica good home texas moodlighting,positive
568218962833461248,virginamerica cannot even open laptop seat c paid premium let,negative
568216286561374208,virginamerica seat c cannot even open laptop paid extra seat,negative
568209028188233728,virginamerica guy starting flight end month guess im still road tripping feb,neutral
568204964742496256,virginamerica thanks needing way make austin trip dca youve come,positive
568203174198284288,virginamerica announced new route austin wfares way,neutral
568199730989174784,virginamerica really sprint thought guy kewl,neutral
568195292803129345,virginamerica cool never ur plane,positive
568193116437483520,virginamerica dollar laxlas fare,neutral
568189531033174016,virginamerica great well deserved,positive
568174745293709313,virginamerica fyi infovirginamericacom email address say contact password reset email doesnt exist email bounce,negative
568165573869199361,virginamerica status match week gone newsflt next week hope flt count towards requirement cust svc help,negative
568157680696729600,virginamerica website suck donkey dick thought know best,negative
568150150289461249,virginamerica still develop app favorite airline,neutral
568148652352544769,virginamerica crap channel pay watch uk tv,negative
568146157534367744,virginamerica got set thanks,positive
568144330268868608,virginamerica channel year,neutral
568142526110019584,virginamerica thing see passbook virgin mobile mexico integrate,neutral
